,ID,prediction
2,2019 X 9 X C2047 X AS17005,0
0,2019 X 7 X C2047 X AS21126,0
1,2019 X 8 X C2047 X AS21126,0
2,2019 X 9 X C2047 X AS21126,0
0,2019 X 7 X C2047 X AS27000,21
1,2019 X 8 X C2047 X AS27000,19
2,2019 X 9 X C2047 X AS27000,47
0,2019 X 7 X C2047 X AS27132,0
1,2019 X 8 X C2047 X AS27132,0
2,2019 X 9 X C2047 X AS27132,0
0,2019 X 7 X C2047 X AS27133,2
1,2019 X 8 X C2047 X AS27133,53
2,2019 X 9 X C2047 X AS27133,0
0,2019 X 7 X C2047 X AS27134,1
1,2019 X 8 X C2047 X AS27134,0
2,2019 X 9 X C2047 X AS27134,0
0,2019 X 7 X C2047 X AS27137,0
1,2019 X 8 X C2047 X AS27137,8
2,2019 X 9 X C2047 X AS27137,5
0,2019 X 7 X C2047 X AS27138,1
1,2019 X 8 X C2047 X AS27138,0
2,2019 X 9 X C2047 X AS27138,11
0,2019 X 7 X C2047 X AS27139,0
1,2019 X 8 X C2047 X AS27139,0
2,2019 X 9 X C2047 X AS27139,0
0,2019 X 7 X C2047 X AS42018,0
1,2019 X 8 X C2047 X AS42018,0
2,2019 X 9 X C2047 X AS42018,0
0,2019 X 7 X C2047 X AS46000,0
1,2019 X 8 X C2047 X AS46000,0
2,2019 X 9 X C2047 X AS46000,0
0,2019 X 7 X C2049 X AS17005,0
1,2019 X 8 X C2049 X AS17005,0
2,2019 X 9 X C2049 X AS17005,0
0,2019 X 7 X C2049 X AS21126,0
1,2019 X 8 X C2049 X AS21126,0
2,2019 X 9 X C2049 X AS21126,0
0,2019 X 7 X C2049 X AS27000,22
1,2019 X 8 X C2049 X AS27000,29
2,2019 X 9 X C2049 X AS27000,18
0,2019 X 7 X C2049 X AS27132,0
1,2019 X 8 X C2049 X AS27132,0
2,2019 X 9 X C2049 X AS27132,1
0,2019 X 7 X C2049 X AS27133,25
1,2019 X 8 X C2049 X AS27133,111
2,2019 X 9 X C2049 X AS27133,75
0,2019 X 7 X C2049 X AS27134,0
1,2019 X 8 X C2049 X AS27134,1
2,2019 X 9 X C2049 X AS27134,0
0,2019 X 7 X C2049 X AS27137,3
1,2019 X 8 X C2049 X AS27137,5
2,2019 X 9 X C2049 X AS27137,0
0,2019 X 7 X C2049 X AS27138,2
1,2019 X 8 X C2049 X AS27138,0
2,2019 X 9 X C2049 X AS27138,3
0,2019 X 7 X C2049 X AS27139,0
1,2019 X 8 X C2049 X AS27139,9
2,2019 X 9 X C2049 X AS27139,0
0,2019 X 7 X C2049 X AS42018,0
1,2019 X 8 X C2049 X AS42018,0
2,2019 X 9 X C2049 X AS42018,0
0,2019 X 7 X C2049 X AS46000,0
1,2019 X 8 X C2049 X AS46000,9
2,2019 X 9 X C2049 X AS46000,43
0,2019 X 7 X C2050 X AS17005,0
1,2019 X 8 X C2050 X AS17005,0
2,2019 X 9 X C2050 X AS17005,0
0,2019 X 7 X C2050 X AS21126,0
1,2019 X 8 X C2050 X AS21126,0
2,2019 X 9 X C2050 X AS21126,0
0,2019 X 7 X C2050 X AS27000,0
1,2019 X 8 X C2050 X AS27000,0
2,2019 X 9 X C2050 X AS27000,14
0,2019 X 7 X C2050 X AS27132,0
1,2019 X 8 X C2050 X AS27132,0
2,2019 X 9 X C2050 X AS27132,0
0,2019 X 7 X C2050 X AS27133,0
1,2019 X 8 X C2050 X AS27133,5
2,2019 X 9 X C2050 X AS27133,27
0,2019 X 7 X C2050 X AS27134,6
1,2019 X 8 X C2050 X AS27134,4
2,2019 X 9 X C2050 X AS27134,0
0,2019 X 7 X C2050 X AS27137,1
1,2019 X 8 X C2050 X AS27137,0
2,2019 X 9 X C2050 X AS27137,0
0,2019 X 7 X C2050 X AS27138,3
1,2019 X 8 X C2050 X AS27138,3
2,2019 X 9 X C2050 X AS27138,1
0,2019 X 7 X C2050 X AS27139,0
1,2019 X 8 X C2050 X AS27139,0
2,2019 X 9 X C2050 X AS27139,0
0,2019 X 7 X C2050 X AS42018,0
1,2019 X 8 X C2050 X AS42018,0
2,2019 X 9 X C2050 X AS42018,0
0,2019 X 7 X C2050 X AS46000,47
1,2019 X 8 X C2050 X AS46000,14
2,2019 X 9 X C2050 X AS46000,2
0,2019 X 7 X C2051 X AS17005,1
1,2019 X 8 X C2051 X AS17005,1
2,2019 X 9 X C2051 X AS17005,1
0,2019 X 7 X C2051 X AS21126,0
1,2019 X 8 X C2051 X AS21126,0
2,2019 X 9 X C2051 X AS21126,0
0,2019 X 7 X C2051 X AS27000,0
1,2019 X 8 X C2051 X AS27000,73
2,2019 X 9 X C2051 X AS27000,48
0,2019 X 7 X C2051 X AS27132,0
1,2019 X 8 X C2051 X AS27132,6
2,2019 X 9 X C2051 X AS27132,39
0,2019 X 7 X C2051 X AS27133,0
1,2019 X 8 X C2051 X AS27133,28
2,2019 X 9 X C2051 X AS27133,15
0,2019 X 7 X C2051 X AS27134,0
1,2019 X 8 X C2051 X AS27134,2
2,2019 X 9 X C2051 X AS27134,0
0,2019 X 7 X C2051 X AS27137,0
1,2019 X 8 X C2051 X AS27137,1
2,2019 X 9 X C2051 X AS27137,1
0,2019 X 7 X C2051 X AS27138,0
1,2019 X 8 X C2051 X AS27138,1
2,2019 X 9 X C2051 X AS27138,0
0,2019 X 7 X C2051 X AS27139,0
1,2019 X 8 X C2051 X AS27139,0
2,2019 X 9 X C2051 X AS27139,0
0,2019 X 7 X C2051 X AS42018,0
1,2019 X 8 X C2051 X AS42018,0
2,2019 X 9 X C2051 X AS42018,0
0,2019 X 7 X C2051 X AS46000,0
1,2019 X 8 X C2051 X AS46000,0
2,2019 X 9 X C2051 X AS46000,0
0,2019 X 7 X C2052 X AS17005,0
1,2019 X 8 X C2052 X AS17005,0
2,2019 X 9 X C2052 X AS17005,0
0,2019 X 7 X C2052 X AS21126,0
1,2019 X 8 X C2052 X AS21126,0
2,2019 X 9 X C2052 X AS21126,0
0,2019 X 7 X C2052 X AS27000,0
1,2019 X 8 X C2052 X AS27000,8
2,2019 X 9 X C2052 X AS27000,0
0,2019 X 7 X C2052 X AS27132,0
1,2019 X 8 X C2052 X AS27132,0
2,2019 X 9 X C2052 X AS27132,2
0,2019 X 7 X C2052 X AS27133,2
1,2019 X 8 X C2052 X AS27133,0
2,2019 X 9 X C2052 X AS27133,8
0,2019 X 7 X C2052 X AS27134,0
1,2019 X 8 X C2052 X AS27134,29
2,2019 X 9 X C2052 X AS27134,48
0,2019 X 7 X C2052 X AS27137,0
1,2019 X 8 X C2052 X AS27137,0
2,2019 X 9 X C2052 X AS27137,0
0,2019 X 7 X C2052 X AS27138,0
1,2019 X 8 X C2052 X AS27138,0
2,2019 X 9 X C2052 X AS27138,0
0,2019 X 7 X C2052 X AS27139,0
1,2019 X 8 X C2052 X AS27139,0
2,2019 X 9 X C2052 X AS27139,0
0,2019 X 7 X C2052 X AS42018,0
1,2019 X 8 X C2052 X AS42018,0
2,2019 X 9 X C2052 X AS42018,0
0,2019 X 7 X C2052 X AS46000,0
1,2019 X 8 X C2052 X AS46000,0
2,2019 X 9 X C2052 X AS46000,0
0,2019 X 7 X C2053 X AS17005,0
1,2019 X 8 X C2053 X AS17005,0
2,2019 X 9 X C2053 X AS17005,0
0,2019 X 7 X C2053 X AS21126,0
1,2019 X 8 X C2053 X AS21126,0
2,2019 X 9 X C2053 X AS21126,0
0,2019 X 7 X C2053 X AS27000,42
1,2019 X 8 X C2053 X AS27000,27
2,2019 X 9 X C2053 X AS27000,27
0,2019 X 7 X C2053 X AS27132,33
1,2019 X 8 X C2053 X AS27132,0
2,2019 X 9 X C2053 X AS27132,26
0,2019 X 7 X C2053 X AS27133,0
1,2019 X 8 X C2053 X AS27133,1
2,2019 X 9 X C2053 X AS27133,0
0,2019 X 7 X C2053 X AS27134,52
1,2019 X 8 X C2053 X AS27134,105
2,2019 X 9 X C2053 X AS27134,0
0,2019 X 7 X C2053 X AS27137,9
1,2019 X 8 X C2053 X AS27137,0
2,2019 X 9 X C2053 X AS27137,4
0,2019 X 7 X C2053 X AS27138,0
1,2019 X 8 X C2053 X AS27138,6
2,2019 X 9 X C2053 X AS27138,2
0,2019 X 7 X C2053 X AS27139,0
1,2019 X 8 X C2053 X AS27139,0
2,2019 X 9 X C2053 X AS27139,0
0,2019 X 7 X C2053 X AS42018,0
1,2019 X 8 X C2053 X AS42018,0
2,2019 X 9 X C2053 X AS42018,0
0,2019 X 7 X C2053 X AS46000,0
1,2019 X 8 X C2053 X AS46000,0
2,2019 X 9 X C2053 X AS46000,0
0,2019 X 7 X C2055 X AS17005,0
1,2019 X 8 X C2055 X AS17005,10
2,2019 X 9 X C2055 X AS17005,0
0,2019 X 7 X C2055 X AS21126,0
1,2019 X 8 X C2055 X AS21126,0
2,2019 X 9 X C2055 X AS21126,0
0,2019 X 7 X C2055 X AS27000,0
1,2019 X 8 X C2055 X AS27000,7
2,2019 X 9 X C2055 X AS27000,28
0,2019 X 7 X C2055 X AS27132,9
1,2019 X 8 X C2055 X AS27132,7
2,2019 X 9 X C2055 X AS27132,8
0,2019 X 7 X C2055 X AS27133,0
1,2019 X 8 X C2055 X AS27133,36
2,2019 X 9 X C2055 X AS27133,36
0,2019 X 7 X C2055 X AS27134,76
1,2019 X 8 X C2055 X AS27134,0
2,2019 X 9 X C2055 X AS27134,45
0,2019 X 7 X C2055 X AS27137,4
1,2019 X 8 X C2055 X AS27137,1
2,2019 X 9 X C2055 X AS27137,8
0,2019 X 7 X C2055 X AS27138,10
1,2019 X 8 X C2055 X AS27138,10
2,2019 X 9 X C2055 X AS27138,4
0,2019 X 7 X C2055 X AS27139,1
1,2019 X 8 X C2055 X AS27139,0
2,2019 X 9 X C2055 X AS27139,4
0,2019 X 7 X C2055 X AS42018,0
1,2019 X 8 X C2055 X AS42018,0
2,2019 X 9 X C2055 X AS42018,0
0,2019 X 7 X C2055 X AS46000,0
1,2019 X 8 X C2055 X AS46000,0
2,2019 X 9 X C2055 X AS46000,0
0,2019 X 7 X C2056 X AS17005,1
1,2019 X 8 X C2056 X AS17005,0
2,2019 X 9 X C2056 X AS17005,0
0,2019 X 7 X C2056 X AS21126,0
1,2019 X 8 X C2056 X AS21126,0
2,2019 X 9 X C2056 X AS21126,0
0,2019 X 7 X C2056 X AS27000,103
1,2019 X 8 X C2056 X AS27000,176
2,2019 X 9 X C2056 X AS27000,140
0,2019 X 7 X C2056 X AS27132,7
1,2019 X 8 X C2056 X AS27132,26
2,2019 X 9 X C2056 X AS27132,31
0,2019 X 7 X C2056 X AS27133,94
1,2019 X 8 X C2056 X AS27133,12
2,2019 X 9 X C2056 X AS27133,95
0,2019 X 7 X C2056 X AS27134,0
1,2019 X 8 X C2056 X AS27134,12
2,2019 X 9 X C2056 X AS27134,0
0,2019 X 7 X C2056 X AS27137,52
1,2019 X 8 X C2056 X AS27137,66
2,2019 X 9 X C2056 X AS27137,22
0,2019 X 7 X C2056 X AS27138,13
1,2019 X 8 X C2056 X AS27138,23
2,2019 X 9 X C2056 X AS27138,20
0,2019 X 7 X C2056 X AS27139,0
1,2019 X 8 X C2056 X AS27139,0
2,2019 X 9 X C2056 X AS27139,0
0,2019 X 7 X C2056 X AS42018,0
1,2019 X 8 X C2056 X AS42018,0
2,2019 X 9 X C2056 X AS42018,0
0,2019 X 7 X C2056 X AS46000,0
1,2019 X 8 X C2056 X AS46000,0
2,2019 X 9 X C2056 X AS46000,0
0,2019 X 7 X C2057 X AS17005,0
1,2019 X 8 X C2057 X AS17005,0
2,2019 X 9 X C2057 X AS17005,0
0,2019 X 7 X C2057 X AS21126,0
1,2019 X 8 X C2057 X AS21126,0
2,2019 X 9 X C2057 X AS21126,0
0,2019 X 7 X C2057 X AS27000,20
1,2019 X 8 X C2057 X AS27000,29
2,2019 X 9 X C2057 X AS27000,97
0,2019 X 7 X C2057 X AS27132,2
1,2019 X 8 X C2057 X AS27132,0
2,2019 X 9 X C2057 X AS27132,1
0,2019 X 7 X C2057 X AS27133,38
1,2019 X 8 X C2057 X AS27133,30
2,2019 X 9 X C2057 X AS27133,6
0,2019 X 7 X C2057 X AS27134,54
1,2019 X 8 X C2057 X AS27134,16
2,2019 X 9 X C2057 X AS27134,93
0,2019 X 7 X C2057 X AS27137,0
1,2019 X 8 X C2057 X AS27137,0
2,2019 X 9 X C2057 X AS27137,0
0,2019 X 7 X C2057 X AS27138,1
1,2019 X 8 X C2057 X AS27138,0
2,2019 X 9 X C2057 X AS27138,1
0,2019 X 7 X C2057 X AS27139,0
1,2019 X 8 X C2057 X AS27139,0
2,2019 X 9 X C2057 X AS27139,0
0,2019 X 7 X C2057 X AS42018,0
1,2019 X 8 X C2057 X AS42018,0
2,2019 X 9 X C2057 X AS42018,0
0,2019 X 7 X C2057 X AS46000,0
1,2019 X 8 X C2057 X AS46000,0
2,2019 X 9 X C2057 X AS46000,0
0,2019 X 7 X C2059 X AS17005,0
1,2019 X 8 X C2059 X AS17005,0
2,2019 X 9 X C2059 X AS17005,0
0,2019 X 7 X C2059 X AS21126,0
1,2019 X 8 X C2059 X AS21126,0
2,2019 X 9 X C2059 X AS21126,0
0,2019 X 7 X C2059 X AS27000,12
1,2019 X 8 X C2059 X AS27000,25
2,2019 X 9 X C2059 X AS27000,0
0,2019 X 7 X C2059 X AS27132,0
1,2019 X 8 X C2059 X AS27132,8
2,2019 X 9 X C2059 X AS27132,4
0,2019 X 7 X C2059 X AS27133,0
1,2019 X 8 X C2059 X AS27133,0
2,2019 X 9 X C2059 X AS27133,0
0,2019 X 7 X C2059 X AS27134,0
1,2019 X 8 X C2059 X AS27134,137
2,2019 X 9 X C2059 X AS27134,78
0,2019 X 7 X C2059 X AS27137,7
1,2019 X 8 X C2059 X AS27137,24
2,2019 X 9 X C2059 X AS27137,0
0,2019 X 7 X C2059 X AS27138,0
1,2019 X 8 X C2059 X AS27138,5
2,2019 X 9 X C2059 X AS27138,0
0,2019 X 7 X C2059 X AS27139,0
1,2019 X 8 X C2059 X AS27139,0
2,2019 X 9 X C2059 X AS27139,0
0,2019 X 7 X C2059 X AS42018,0
1,2019 X 8 X C2059 X AS42018,0
2,2019 X 9 X C2059 X AS42018,0
0,2019 X 7 X C2059 X AS46000,0
1,2019 X 8 X C2059 X AS46000,0
2,2019 X 9 X C2059 X AS46000,0
0,2019 X 7 X C2060 X AS17005,0
1,2019 X 8 X C2060 X AS17005,0
2,2019 X 9 X C2060 X AS17005,0
0,2019 X 7 X C2060 X AS21126,0
1,2019 X 8 X C2060 X AS21126,0
2,2019 X 9 X C2060 X AS21126,0
0,2019 X 7 X C2060 X AS27000,21
1,2019 X 8 X C2060 X AS27000,31
2,2019 X 9 X C2060 X AS27000,5
0,2019 X 7 X C2060 X AS27132,7
1,2019 X 8 X C2060 X AS27132,6
2,2019 X 9 X C2060 X AS27132,11
0,2019 X 7 X C2060 X AS27133,43
1,2019 X 8 X C2060 X AS27133,84
2,2019 X 9 X C2060 X AS27133,0
0,2019 X 7 X C2060 X AS27134,8
1,2019 X 8 X C2060 X AS27134,0
2,2019 X 9 X C2060 X AS27134,47
0,2019 X 7 X C2060 X AS27137,0
1,2019 X 8 X C2060 X AS27137,0
2,2019 X 9 X C2060 X AS27137,0
0,2019 X 7 X C2060 X AS27138,15
1,2019 X 8 X C2060 X AS27138,11
2,2019 X 9 X C2060 X AS27138,0
0,2019 X 7 X C2060 X AS27139,0
1,2019 X 8 X C2060 X AS27139,0
2,2019 X 9 X C2060 X AS27139,6
0,2019 X 7 X C2060 X AS42018,0
1,2019 X 8 X C2060 X AS42018,0
2,2019 X 9 X C2060 X AS42018,0
0,2019 X 7 X C2060 X AS46000,0
1,2019 X 8 X C2060 X AS46000,18
2,2019 X 9 X C2060 X AS46000,0
0,2019 X 7 X C2061 X AS17005,0
1,2019 X 8 X C2061 X AS17005,0
2,2019 X 9 X C2061 X AS17005,0
0,2019 X 7 X C2061 X AS21126,0
1,2019 X 8 X C2061 X AS21126,0
2,2019 X 9 X C2061 X AS21126,0
0,2019 X 7 X C2061 X AS27000,0
1,2019 X 8 X C2061 X AS27000,11
2,2019 X 9 X C2061 X AS27000,9
0,2019 X 7 X C2061 X AS27132,1
1,2019 X 8 X C2061 X AS27132,0
2,2019 X 9 X C2061 X AS27132,0
0,2019 X 7 X C2061 X AS27133,7
1,2019 X 8 X C2061 X AS27133,0
2,2019 X 9 X C2061 X AS27133,1
0,2019 X 7 X C2061 X AS27134,0
1,2019 X 8 X C2061 X AS27134,0
2,2019 X 9 X C2061 X AS27134,0
0,2019 X 7 X C2061 X AS27137,0
1,2019 X 8 X C2061 X AS27137,0
2,2019 X 9 X C2061 X AS27137,0
0,2019 X 7 X C2061 X AS27138,25
1,2019 X 8 X C2061 X AS27138,26
2,2019 X 9 X C2061 X AS27138,34
0,2019 X 7 X C2061 X AS27139,0
1,2019 X 8 X C2061 X AS27139,0
2,2019 X 9 X C2061 X AS27139,0
0,2019 X 7 X C2061 X AS42018,0
1,2019 X 8 X C2061 X AS42018,0
2,2019 X 9 X C2061 X AS42018,0
0,2019 X 7 X C2061 X AS46000,0
1,2019 X 8 X C2061 X AS46000,0
2,2019 X 9 X C2061 X AS46000,0
0,2019 X 7 X C2062 X AS17005,0
1,2019 X 8 X C2062 X AS17005,0
2,2019 X 9 X C2062 X AS17005,0
0,2019 X 7 X C2062 X AS21126,0
1,2019 X 8 X C2062 X AS21126,0
2,2019 X 9 X C2062 X AS21126,0
0,2019 X 7 X C2062 X AS27000,28
1,2019 X 8 X C2062 X AS27000,17
2,2019 X 9 X C2062 X AS27000,0
0,2019 X 7 X C2062 X AS27132,10
1,2019 X 8 X C2062 X AS27132,9
2,2019 X 9 X C2062 X AS27132,0
0,2019 X 7 X C2062 X AS27133,18
1,2019 X 8 X C2062 X AS27133,2
2,2019 X 9 X C2062 X AS27133,17
0,2019 X 7 X C2062 X AS27134,21
1,2019 X 8 X C2062 X AS27134,12
2,2019 X 9 X C2062 X AS27134,9
0,2019 X 7 X C2062 X AS27137,5
1,2019 X 8 X C2062 X AS27137,7
2,2019 X 9 X C2062 X AS27137,9
0,2019 X 7 X C2062 X AS27138,5
1,2019 X 8 X C2062 X AS27138,1
2,2019 X 9 X C2062 X AS27138,9
0,2019 X 7 X C2062 X AS27139,1
1,2019 X 8 X C2062 X AS27139,0
2,2019 X 9 X C2062 X AS27139,0
0,2019 X 7 X C2062 X AS42018,0
1,2019 X 8 X C2062 X AS42018,0
2,2019 X 9 X C2062 X AS42018,0
0,2019 X 7 X C2062 X AS46000,0
1,2019 X 8 X C2062 X AS46000,0
2,2019 X 9 X C2062 X AS46000,0
0,2019 X 7 X C2063 X AS17005,0
1,2019 X 8 X C2063 X AS17005,0
2,2019 X 9 X C2063 X AS17005,0
0,2019 X 7 X C2063 X AS21126,0
1,2019 X 8 X C2063 X AS21126,0
2,2019 X 9 X C2063 X AS21126,0
0,2019 X 7 X C2063 X AS27000,0
1,2019 X 8 X C2063 X AS27000,50
2,2019 X 9 X C2063 X AS27000,93
0,2019 X 7 X C2063 X AS27132,9
1,2019 X 8 X C2063 X AS27132,0
2,2019 X 9 X C2063 X AS27132,0
0,2019 X 7 X C2063 X AS27133,17
1,2019 X 8 X C2063 X AS27133,111
2,2019 X 9 X C2063 X AS27133,164
0,2019 X 7 X C2063 X AS27134,43
1,2019 X 8 X C2063 X AS27134,14
2,2019 X 9 X C2063 X AS27134,35
0,2019 X 7 X C2063 X AS27137,38
1,2019 X 8 X C2063 X AS27137,0
2,2019 X 9 X C2063 X AS27137,27
0,2019 X 7 X C2063 X AS27138,43
1,2019 X 8 X C2063 X AS27138,38
2,2019 X 9 X C2063 X AS27138,30
0,2019 X 7 X C2063 X AS27139,0
1,2019 X 8 X C2063 X AS27139,0
2,2019 X 9 X C2063 X AS27139,0
0,2019 X 7 X C2063 X AS42018,0
1,2019 X 8 X C2063 X AS42018,0
2,2019 X 9 X C2063 X AS42018,0
0,2019 X 7 X C2063 X AS46000,0
1,2019 X 8 X C2063 X AS46000,0
2,2019 X 9 X C2063 X AS46000,0
0,2019 X 7 X C2064 X AS17005,4
1,2019 X 8 X C2064 X AS17005,0
2,2019 X 9 X C2064 X AS17005,0
0,2019 X 7 X C2064 X AS21126,0
1,2019 X 8 X C2064 X AS21126,0
2,2019 X 9 X C2064 X AS21126,0
0,2019 X 7 X C2064 X AS27000,537
1,2019 X 8 X C2064 X AS27000,173
2,2019 X 9 X C2064 X AS27000,323
0,2019 X 7 X C2064 X AS27132,15
1,2019 X 8 X C2064 X AS27132,27
2,2019 X 9 X C2064 X AS27132,50
0,2019 X 7 X C2064 X AS27133,327
1,2019 X 8 X C2064 X AS27133,254
2,2019 X 9 X C2064 X AS27133,0
0,2019 X 7 X C2064 X AS27134,7
1,2019 X 8 X C2064 X AS27134,0
2,2019 X 9 X C2064 X AS27134,24
0,2019 X 7 X C2064 X AS27137,37
1,2019 X 8 X C2064 X AS27137,0
2,2019 X 9 X C2064 X AS27137,109
0,2019 X 7 X C2064 X AS27138,41
1,2019 X 8 X C2064 X AS27138,85
2,2019 X 9 X C2064 X AS27138,124
0,2019 X 7 X C2064 X AS27139,0
1,2019 X 8 X C2064 X AS27139,0
2,2019 X 9 X C2064 X AS27139,3
0,2019 X 7 X C2064 X AS42018,0
1,2019 X 8 X C2064 X AS42018,0
2,2019 X 9 X C2064 X AS42018,0
0,2019 X 7 X C2064 X AS46000,0
1,2019 X 8 X C2064 X AS46000,42
2,2019 X 9 X C2064 X AS46000,40
0,2019 X 7 X C2065 X AS17005,1
1,2019 X 8 X C2065 X AS17005,0
2,2019 X 9 X C2065 X AS17005,0
0,2019 X 7 X C2065 X AS21126,0
1,2019 X 8 X C2065 X AS21126,0
2,2019 X 9 X C2065 X AS21126,0
0,2019 X 7 X C2065 X AS27000,4
1,2019 X 8 X C2065 X AS27000,39
2,2019 X 9 X C2065 X AS27000,98
0,2019 X 7 X C2065 X AS27132,0
1,2019 X 8 X C2065 X AS27132,0
2,2019 X 9 X C2065 X AS27132,2
0,2019 X 7 X C2065 X AS27133,53
1,2019 X 8 X C2065 X AS27133,39
2,2019 X 9 X C2065 X AS27133,0
0,2019 X 7 X C2065 X AS27134,12
1,2019 X 8 X C2065 X AS27134,6
2,2019 X 9 X C2065 X AS27134,11
0,2019 X 7 X C2065 X AS27137,1
1,2019 X 8 X C2065 X AS27137,1
2,2019 X 9 X C2065 X AS27137,0
0,2019 X 7 X C2065 X AS27138,8
1,2019 X 8 X C2065 X AS27138,0
2,2019 X 9 X C2065 X AS27138,4
0,2019 X 7 X C2065 X AS27139,0
1,2019 X 8 X C2065 X AS27139,10
2,2019 X 9 X C2065 X AS27139,1
0,2019 X 7 X C2065 X AS42018,0
1,2019 X 8 X C2065 X AS42018,0
2,2019 X 9 X C2065 X AS42018,0
0,2019 X 7 X C2065 X AS46000,87
1,2019 X 8 X C2065 X AS46000,60
2,2019 X 9 X C2065 X AS46000,63
0,2019 X 7 X C2066 X AS17005,0
1,2019 X 8 X C2066 X AS17005,0
2,2019 X 9 X C2066 X AS17005,0
0,2019 X 7 X C2066 X AS21126,0
1,2019 X 8 X C2066 X AS21126,0
2,2019 X 9 X C2066 X AS21126,0
0,2019 X 7 X C2066 X AS27000,0
1,2019 X 8 X C2066 X AS27000,0
2,2019 X 9 X C2066 X AS27000,0
0,2019 X 7 X C2066 X AS27132,0
1,2019 X 8 X C2066 X AS27132,0
2,2019 X 9 X C2066 X AS27132,0
0,2019 X 7 X C2066 X AS27133,137
1,2019 X 8 X C2066 X AS27133,24
2,2019 X 9 X C2066 X AS27133,39
0,2019 X 7 X C2066 X AS27134,0
1,2019 X 8 X C2066 X AS27134,109
2,2019 X 9 X C2066 X AS27134,0
0,2019 X 7 X C2066 X AS27137,14
1,2019 X 8 X C2066 X AS27137,7
2,2019 X 9 X C2066 X AS27137,14
0,2019 X 7 X C2066 X AS27138,18
1,2019 X 8 X C2066 X AS27138,20
2,2019 X 9 X C2066 X AS27138,22
0,2019 X 7 X C2066 X AS27139,0
1,2019 X 8 X C2066 X AS27139,0
2,2019 X 9 X C2066 X AS27139,0
0,2019 X 7 X C2066 X AS42018,0
1,2019 X 8 X C2066 X AS42018,0
2,2019 X 9 X C2066 X AS42018,0
0,2019 X 7 X C2066 X AS46000,162
1,2019 X 8 X C2066 X AS46000,0
2,2019 X 9 X C2066 X AS46000,587
0,2019 X 7 X C2068 X AS17005,0
1,2019 X 8 X C2068 X AS17005,0
2,2019 X 9 X C2068 X AS17005,0
0,2019 X 7 X C2068 X AS21126,0
1,2019 X 8 X C2068 X AS21126,0
2,2019 X 9 X C2068 X AS21126,0
0,2019 X 7 X C2068 X AS27000,21
1,2019 X 8 X C2068 X AS27000,25
2,2019 X 9 X C2068 X AS27000,6
0,2019 X 7 X C2068 X AS27132,3
1,2019 X 8 X C2068 X AS27132,0
2,2019 X 9 X C2068 X AS27132,0
0,2019 X 7 X C2068 X AS27133,52
1,2019 X 8 X C2068 X AS27133,12
2,2019 X 9 X C2068 X AS27133,28
0,2019 X 7 X C2068 X AS27134,7
1,2019 X 8 X C2068 X AS27134,27
2,2019 X 9 X C2068 X AS27134,47
0,2019 X 7 X C2068 X AS27137,2
1,2019 X 8 X C2068 X AS27137,2
2,2019 X 9 X C2068 X AS27137,3
0,2019 X 7 X C2068 X AS27138,1
1,2019 X 8 X C2068 X AS27138,2
2,2019 X 9 X C2068 X AS27138,0
0,2019 X 7 X C2068 X AS27139,0
1,2019 X 8 X C2068 X AS27139,0
2,2019 X 9 X C2068 X AS27139,3
0,2019 X 7 X C2068 X AS42018,0
1,2019 X 8 X C2068 X AS42018,0
2,2019 X 9 X C2068 X AS42018,0
0,2019 X 7 X C2068 X AS46000,0
1,2019 X 8 X C2068 X AS46000,0
2,2019 X 9 X C2068 X AS46000,0
0,2019 X 7 X C2069 X AS17005,0
1,2019 X 8 X C2069 X AS17005,0
2,2019 X 9 X C2069 X AS17005,0
0,2019 X 7 X C2069 X AS21126,0
1,2019 X 8 X C2069 X AS21126,0
2,2019 X 9 X C2069 X AS21126,0
0,2019 X 7 X C2069 X AS27000,274
1,2019 X 8 X C2069 X AS27000,0
2,2019 X 9 X C2069 X AS27000,159
0,2019 X 7 X C2069 X AS27132,45
1,2019 X 8 X C2069 X AS27132,34
2,2019 X 9 X C2069 X AS27132,0
0,2019 X 7 X C2069 X AS27133,30
1,2019 X 8 X C2069 X AS27133,105
2,2019 X 9 X C2069 X AS27133,8
0,2019 X 7 X C2069 X AS27134,9
1,2019 X 8 X C2069 X AS27134,109
2,2019 X 9 X C2069 X AS27134,0
0,2019 X 7 X C2069 X AS27137,5
1,2019 X 8 X C2069 X AS27137,43
2,2019 X 9 X C2069 X AS27137,0
0,2019 X 7 X C2069 X AS27138,15
1,2019 X 8 X C2069 X AS27138,5
2,2019 X 9 X C2069 X AS27138,0
0,2019 X 7 X C2069 X AS27139,0
1,2019 X 8 X C2069 X AS27139,0
2,2019 X 9 X C2069 X AS27139,0
0,2019 X 7 X C2069 X AS42018,0
1,2019 X 8 X C2069 X AS42018,0
2,2019 X 9 X C2069 X AS42018,0
0,2019 X 7 X C2069 X AS46000,0
1,2019 X 8 X C2069 X AS46000,0
2,2019 X 9 X C2069 X AS46000,0
0,2019 X 7 X C2070 X AS17005,82
1,2019 X 8 X C2070 X AS17005,23
2,2019 X 9 X C2070 X AS17005,0
0,2019 X 7 X C2070 X AS21126,0
1,2019 X 8 X C2070 X AS21126,0
2,2019 X 9 X C2070 X AS21126,0
0,2019 X 7 X C2070 X AS27000,2
1,2019 X 8 X C2070 X AS27000,1
2,2019 X 9 X C2070 X AS27000,14
0,2019 X 7 X C2070 X AS27132,2
1,2019 X 8 X C2070 X AS27132,0
